"","county_name","party","year","candidate","candidatevotes","totalvotes","percent"
"1606","ST. MARY'S","REPUBLICAN",2004,"GEORGE W. BUSH",23725,37916,62.5725287477582
"1607","ST. TAMMANY","REPUBLICAN",2008,"JOHN MCCAIN",83047,109503,75.8399313260824
"1608","STAFFORD","REPUBLICAN",2004,"GEORGE W. BUSH",30149,48172,62.5861496304907
"1609","STANISLAUS","REPUBLICAN",2004,"GEORGE W. BUSH",85407,145514,58.693321604794
"1610","STANLEY","REPUBLICAN",2016,"DONALD TRUMP",1148,1567,73.2610082961072
"1611","STANLY","REPUBLICAN",2016,"DONALD TRUMP",21964,29917,73.4164521843768
"1612","STANTON","REPUBLICAN",2020,"DONALD J TRUMP",3175,3937,80.6451612903226
"1613","STARK","REPUBLICAN",2020,"DONALD J TRUMP",125211,207812,60.2520547417858
"1614","STARKE","REPUBLICAN",2020,"DONALD J TRUMP",7466,10290,72.555879494655
"1615","STARR","DEMOCRAT",2012,"BARACK OBAMA",10260,11883,86.3418328704873
"1616","STAUNTON","REPUBLICAN",2004,"GEORGE W. BUSH",5805,9629,60.2866341260775
"1617","STAUNTON CITY","DEMOCRAT",2020,"JOSEPH R BIDEN JR",6981,38976,17.9110221674877
"1618","STE. GENEVIEVE","REPUBLICAN",2020,"DONALD J TRUMP",6630,9484,69.9072121467735
"1619","STEARNS","REPUBLICAN",2020,"DONALD J TRUMP",50959,84835,60.0683680084871
"1620","STEELE","REPUBLICAN",2020,"DONALD J TRUMP",13308,22216,59.9027727763774
"1621","STEPHENS","REPUBLICAN",2016,"DONALD TRUMP",24902,31180,79.8652982681206
"1622","STEPHENSON","REPUBLICAN",2004,"GEORGE W. BUSH",12212,21320,57.2795497185741
"1623","STERLING","REPUBLICAN",2012,"MITT ROMNEY",459,494,92.914979757085
"1624","STEUBEN","REPUBLICAN",2016,"DONALD TRUMP",36964,56568,65.3443643049074
"1625","STEVENS","REPUBLICAN",2020,"DONALD J TRUMP",24612,35546,69.2398582118944
"1626","STEWART","REPUBLICAN",2016,"DONALD TRUMP",4669,7357,63.4633682207422
"1627","STILLWATER","REPUBLICAN",2020,"DONALD J TRUMP",4462,5724,77.9524807826695
"1628","STODDARD","REPUBLICAN",2020,"DONALD J TRUMP",11484,13426,85.5355280798451
"1629","STOKES","REPUBLICAN",2016,"DONALD TRUMP",17116,22550,75.9024390243902
"1630","STONE","REPUBLICAN",2016,"DONALD TRUMP",22577,29230,77.2391378720493
"1631","STONEWALL","REPUBLICAN",2020,"DONALD J TRUMP",615,736,83.5597826086957
"1632","STOREY","REPUBLICAN",2020,"DONALD J TRUMP",1901,2868,66.2831241283124
"1633","STORY","DEMOCRAT",2008,"BARACK OBAMA",26548,46575,57.0005367686527
"1634","STRAFFORD","DEMOCRAT",2008,"BARACK OBAMA",37990,63848,59.5006891366997
"1635","STUTSMAN","REPUBLICAN",2020,"DONALD J TRUMP",6994,9959,70.2279345315795
"1636","SUBLETTE","REPUBLICAN",2000,"GEORGE W. BUSH",2624,3216,81.592039800995
"1637","SUFFOLK","DEMOCRAT",2008,"BARACK OBAMA",575952,968156,59.4895863889704
"1638","SUFFOLK CITY","DEMOCRAT",2020,"JOSEPH R BIDEN JR",28676,148926,19.2552005694103
"1639","SULLIVAN","REPUBLICAN",2020,"DONALD J TRUMP",97317,148929,65.3445601595391
"1640","SULLY","REPUBLICAN",2016,"DONALD TRUMP",679,861,78.8617886178862
"1641","SUMMERS","REPUBLICAN",2020,"DONALD J TRUMP",4074,5585,72.9453894359893
"1642","SUMMIT","DEMOCRAT",2008,"BARACK OBAMA",174439,300767,57.9980516479534
"1643","SUMNER","REPUBLICAN",2016,"DONALD TRUMP",57113,81227,70.3128270156475
"1644","SUMTER","REPUBLICAN",2016,"DONALD TRUMP",78332,138136,56.7064342387213
"1645","SUNFLOWER","DEMOCRAT",2012,"BARACK OBAMA",8199,11228,73.0228001425009
"1646","SURRY","REPUBLICAN",2016,"DONALD TRUMP",25490,36424,69.9813309905557
"1647","SUSQUEHANNA","REPUBLICAN",2020,"DONALD J TRUMP",15207,21752,69.9108127988231
"1648","SUSSEX","REPUBLICAN",2004,"GEORGE W. BUSH",93399,151490,61.6535744933659
"1649","SUTTER","REPUBLICAN",2004,"GEORGE W. BUSH",20254,30145,67.18858848897
"1650","SUTTON","REPUBLICAN",2004,"GEORGE W. BUSH",1173,1453,80.7295251204405
"1651","SUWANNEE","REPUBLICAN",2020,"DONALD J TRUMP",16410,21057,77.9313292491808
"1652","SWAIN","REPUBLICAN",2016,"DONALD TRUMP",3565,6124,58.2135858915741
"1653","SWEET GRASS","REPUBLICAN",2000,"GEORGE W. BUSH",1450,1846,78.5482123510292
"1654","SWEETWATER","REPUBLICAN",2020,"DONALD J TRUMP",12229,16698,73.2363157264343
"1655","SWIFT","REPUBLICAN",2020,"DONALD J TRUMP",3316,5193,63.8551896784132
"1656","SWISHER","REPUBLICAN",2020,"DONALD J TRUMP",1845,2355,78.343949044586
"1657","SWITZERLAND","REPUBLICAN",2020,"DONALD J TRUMP",3133,4154,75.4212806933077
"1658","TALBOT","REPUBLICAN",2004,"GEORGE W. BUSH",12391,21807,56.8212042004861
"1659","TALIAFERRO","DEMOCRAT",2000,"AL GORE",556,832,66.8269230769231
"1660","TALLADEGA","REPUBLICAN",2020,"DONALD J TRUMP",22235,35663,62.3475310545944
"1661","TALLAHATCHIE","DEMOCRAT",2012,"BARACK OBAMA",3959,6503,60.879594033523
"1662","TALLAPOOSA","REPUBLICAN",2020,"DONALD J TRUMP",14963,20991,71.282930779858
"1663","TAMA","REPUBLICAN",2016,"DONALD TRUMP",4971,8752,56.7984460694698
"1664","TANEY","REPUBLICAN",2020,"DONALD J TRUMP",20508,26288,78.0127814972611
"1665","TANGIPAHOA","REPUBLICAN",2020,"DONALD J TRUMP",37806,57661,65.5659804720695
"1666","TAOS","DEMOCRAT",2008,"BARACK OBAMA",13816,16886,81.8192585573848
"1667","TARRANT","REPUBLICAN",2004,"GEORGE W. BUSH",349462,560141,62.3882201088654
"1668","TATE","REPUBLICAN",2020,"DONALD J TRUMP",8707,13093,66.5011838386924
"1669","TATTNALL","REPUBLICAN",2016,"DONALD TRUMP",5096,6903,73.8229755178908
"1670","TAYLOR","REPUBLICAN",2016,"DONALD TRUMP",63997,88814,72.057333303308
"1671","TAZEWELL","REPUBLICAN",2016,"DONALD TRUMP",53875,82966,64.936238941253
"1672","TEHAMA","REPUBLICAN",2020,"DONALD J TRUMP",19141,28731,66.6214193728029
"1673","TELFAIR","REPUBLICAN",2016,"DONALD TRUMP",2450,3796,64.5416227608008
"1674","TELLER","REPUBLICAN",2004,"GEORGE W. BUSH",8094,11840,68.3614864864865
"1675","TENSAS","DEMOCRAT",2012,"BARACK OBAMA",1564,2812,55.6187766714083
"1676","TERREBONNE","REPUBLICAN",2020,"DONALD J TRUMP",34339,46240,74.2625432525952
"1677","TERRELL","DEMOCRAT",2012,"BARACK OBAMA",2728,4953,55.0777306682819
"1678","TERRY","REPUBLICAN",2004,"GEORGE W. BUSH",3166,3970,79.7481108312343
"1679","TETON","REPUBLICAN",2000,"GEORGE W. BUSH",9493,16416,57.8277290448343
"1680","TEXAS","REPUBLICAN",2016,"DONALD TRUMP",13496,16736,80.640535372849
"1681","THAYER","REPUBLICAN",2020,"DONALD J TRUMP",2308,2980,77.4496644295302
"1682","THOMAS","REPUBLICAN",2004,"GEORGE W. BUSH",13044,20019,65.1580998051851
"1683","THROCKMORTON","REPUBLICAN",2020,"DONALD J TRUMP",806,894,90.1565995525727
"1684","THURSTON","DEMOCRAT",2008,"BARACK OBAMA",77002,128835,59.767920208018
"1685","TIFT","REPUBLICAN",2004,"GEORGE W. BUSH",8619,12520,68.8418530351438
"1686","TILLAMOOK","DEMOCRAT",2008,"BARACK OBAMA",7072,13297,53.1849289313379
"1687","TILLMAN","REPUBLICAN",2016,"DONALD TRUMP",1944,2706,71.840354767184
"1688","TIOGA","REPUBLICAN",2016,"DONALD TRUMP",26874,40624,66.153012997243
"1689","TIPPAH","REPUBLICAN",2020,"DONALD J TRUMP",8054,10102,79.7267867748961
"1690","TIPPECANOE","REPUBLICAN",2004,"GEORGE W. BUSH",30897,52360,59.0087853323147
"1691","TIPTON","REPUBLICAN",2020,"DONALD J TRUMP",26180,35424,73.9046973803071
"1692","TISHOMINGO","REPUBLICAN",2020,"DONALD J TRUMP",7933,9138,86.8133070693806
"1693","TITUS","REPUBLICAN",2020,"DONALD J TRUMP",7570,10541,71.8148183284318
"1694","TODD","REPUBLICAN",2020,"DONALD J TRUMP",14345,21147,67.8346810422282
"1695","TOLLAND","DEMOCRAT",2008,"BARACK OBAMA",44969,75406,59.6358379969764
"1696","TOM GREEN","REPUBLICAN",2004,"GEORGE W. BUSH",28185,37417,75.3267231472325
"1697","TOMPKINS","DEMOCRAT",2020,"JOSEPH R BIDEN JR",33619,46048,73.0085997220292
"1698","TOOELE","REPUBLICAN",2012,"MITT ROMNEY",14268,19261,74.0771507190696
"1699","TOOLE","REPUBLICAN",2020,"DONALD J TRUMP",1596,2119,75.3185464841906
"1700","TOOMBS","REPUBLICAN",2016,"DONALD TRUMP",6615,9138,72.3900196979645
"1701","TORRANCE","REPUBLICAN",2020,"DONALD J TRUMP",4772,7281,65.540447740695
"1702","TOWNER","REPUBLICAN",2020,"DONALD J TRUMP",830,1174,70.6984667802385
"1703","TOWNS","REPUBLICAN",2016,"DONALD TRUMP",5383,6764,79.5830869308102
"1704","TRAILL","REPUBLICAN",2020,"DONALD J TRUMP",2522,4136,60.9767891682785
"1705","TRANSYLVANIA","REPUBLICAN",2000,"GEORGE W. BUSH",9011,14225,63.3462214411248
"1706","TRAVERSE","REPUBLICAN",2020,"DONALD J TRUMP",1172,1864,62.8755364806867
"1707","TRAVIS","DEMOCRAT",2020,"JOSEPH R BIDEN JR",435860,608575,71.6197674896274
"1708","TREASURE","REPUBLICAN",2020,"DONALD J TRUMP",373,460,81.0869565217391
"1709","TREGO","REPUBLICAN",2020,"DONALD J TRUMP",1363,1630,83.6196319018405
"1710","TREMPEALEAU","DEMOCRAT",2008,"BARACK OBAMA",8321,13314,62.4981222773021
"1711","TREUTLEN","REPUBLICAN",2016,"DONALD TRUMP",1809,2703,66.9256381798002
"1712","TRIGG","REPUBLICAN",2020,"DONALD J TRUMP",5487,7375,74.4
"1713","TRIMBLE","REPUBLICAN",2020,"DONALD J TRUMP",3227,4319,74.7163695299838
"1714","TRINITY","REPUBLICAN",2020,"DONALD J TRUMP",8767,13197,66.4317647950292
"1715","TRIPP","REPUBLICAN",2020,"DONALD J TRUMP",2161,2696,80.1557863501484
"1716","TROUP","REPUBLICAN",2004,"GEORGE W. BUSH",14183,21912,64.7270901788974
"1717","TROUSDALE","REPUBLICAN",2020,"DONALD J TRUMP",2936,3998,73.4367183591796
"1718","TRUMBULL","DEMOCRAT",2004,"JOHN KERRY",66673,108144,61.6520565172363
"1719","TUCKER","REPUBLICAN",2020,"DONALD J TRUMP",2841,3844,73.9073881373569
"1720","TULARE","REPUBLICAN",2004,"GEORGE W. BUSH",65399,98739,66.2342134313696
"1721","TULSA","REPUBLICAN",2004,"GEORGE W. BUSH",163452,253672,64.4343877132675
"1722","TUNICA","DEMOCRAT",2012,"BARACK OBAMA",3475,4382,79.3016887266089
"1723","TUOLUMNE","REPUBLICAN",2004,"GEORGE W. BUSH",15745,26188,60.1229570795784
"1724","TURNER","REPUBLICAN",2016,"DONALD TRUMP",5032,7548,66.6666666666667
"1725","TUSCALOOSA","REPUBLICAN",2004,"GEORGE W. BUSH",42877,69830,61.4019762279822
"1726","TUSCARAWAS","REPUBLICAN",2020,"DONALD J TRUMP",30458,44015,69.1991366579575
"1727","TUSCOLA","REPUBLICAN",2020,"DONALD J TRUMP",20297,29445,68.931906945152
"1728","TWIGGS","DEMOCRAT",2000,"AL GORE",1977,3615,54.6887966804979
"1729","TWIN FALLS","REPUBLICAN",2004,"GEORGE W. BUSH",19672,26435,74.4164932854171
"1730","TYLER","REPUBLICAN",2020,"DONALD J TRUMP",11420,13582,84.0818730672949
"1731","TYRRELL","REPUBLICAN",2016,"DONALD TRUMP",975,1739,56.0667050028752
"1732","UINTA","REPUBLICAN",2020,"DONALD J TRUMP",7496,9459,79.2472777249181
"1733","UINTAH","REPUBLICAN",2012,"MITT ROMNEY",10421,11583,89.9680566347233
"1734","ULSTER","DEMOCRAT",2008,"BARACK OBAMA",52539,86461,60.7661257676872
"1735","UMATILLA","REPUBLICAN",2004,"GEORGE W. BUSH",17068,26322,64.8430970291011
"1736","UNICOI","REPUBLICAN",2020,"DONALD J TRUMP",6599,8307,79.4390273263513
"1737","UNION","REPUBLICAN",2004,"GEORGE W. BUSH",226519,421300,53.766674578685
"1738","UPSHUR","REPUBLICAN",2020,"DONALD J TRUMP",23580,29113,80.9947446158074
"1739","UPSON","REPUBLICAN",2016,"DONALD TRUMP",7292,10934,66.6910554234498
"1740","UPTON","REPUBLICAN",2020,"DONALD J TRUMP",1178,1368,86.1111111111111
"1741","UTAH","REPUBLICAN",2012,"MITT ROMNEY",156950,177713,88.3165553448538
"1742","UVALDE","REPUBLICAN",2004,"GEORGE W. BUSH",5148,8483,60.6860780384298
"1743","VAL VERDE","REPUBLICAN",2004,"GEORGE W. BUSH",6968,11795,59.0758796100042
"1744","VALENCIA","REPUBLICAN",2004,"GEORGE W. BUSH",14474,26012,55.6435491311702
"1745","VALLEY","REPUBLICAN",2020,"DONALD J TRUMP",8983,13664,65.7420960187354
"1746","VAN BUREN","REPUBLICAN",2016,"DONALD TRUMP",27619,46593,59.2771446354603
"1747","VAN WERT","REPUBLICAN",2020,"DONALD J TRUMP",11650,14965,77.8483127297026
"1748","VAN ZANDT","REPUBLICAN",2020,"DONALD J TRUMP",22270,26029,85.5584156133543
"1749","VANCE","DEMOCRAT",2012,"BARACK OBAMA",13323,20854,63.8870240721205
"1750","VANDERBURGH","REPUBLICAN",2004,"GEORGE W. BUSH",41463,70654,58.6845755371246
"1751","VENANGO","REPUBLICAN",2020,"DONALD J TRUMP",18569,26528,69.997738238842
"1752","VENTURA","DEMOCRAT",2020,"JOSEPH R BIDEN JR",251388,422825,59.4543842015018
"1753","VERMILION","REPUBLICAN",2020,"DONALD J TRUMP",42655,58908,72.4095199293814
"1754","VERMILLION","REPUBLICAN",2020,"DONALD J TRUMP",5184,7481,69.2955487234327
"1755","VERNON","REPUBLICAN",2020,"DONALD J TRUMP",29480,42376,69.5676798187653
"1756","VICTORIA","REPUBLICAN",2004,"GEORGE W. BUSH",20875,29602,70.5188838591987
"1757","VIGO","DEMOCRAT",2008,"BARACK OBAMA",25040,43706,57.2919050016016
"1758","VILAS","REPUBLICAN",2020,"DONALD J TRUMP",9261,15369,60.2576615264493
"1759","VINTON","REPUBLICAN",2020,"DONALD J TRUMP",4632,6030,76.81592039801
"1760","VIRGINIA BEACH","REPUBLICAN",2004,"GEORGE W. BUSH",103752,175687,59.0550239915304
"1761","VIRGINIA BEACH CITY","DEMOCRAT",2020,"JOSEPH R BIDEN JR",117393,683151,17.1840486217542
"1762","VOLUSIA","REPUBLICAN",2020,"DONALD J TRUMP",173821,307439,56.5383702132781
"1763","WABASH","REPUBLICAN",2020,"DONALD J TRUMP",14999,20169,74.3666022113144
"1764","WABASHA","REPUBLICAN",2020,"DONALD J TRUMP",8153,13123,62.1275622952069
"1765","WABAUNSEE","REPUBLICAN",2020,"DONALD J TRUMP",2845,3902,72.9113275243465
"1766","WADENA","REPUBLICAN",2020,"DONALD J TRUMP",5520,7677,71.9030871434154
"1767","WAGONER","REPUBLICAN",2016,"DONALD TRUMP",23005,31300,73.4984025559105
"1768","WAHKIAKUM","REPUBLICAN",2020,"DONALD J TRUMP",1741,2981,58.4032203958403
"1769","WAKE","DEMOCRAT",2016,"HILLARY CLINTON",302736,527624,57.3772231740785
"1770","WAKULLA","REPUBLICAN",2020,"DONALD J TRUMP",12874,18404,69.9521843077592
"1771","WALDO","DEMOCRAT",2008,"BARACK OBAMA",11967,21850,54.7688787185355
"1772","WALKER","REPUBLICAN",2016,"DONALD TRUMP",56100,73224,76.6142248443133
"1773","WALLA WALLA","REPUBLICAN",2004,"GEORGE W. BUSH",14323,22925,62.4776444929117
"1774","WALLACE","REPUBLICAN",2020,"DONALD J TRUMP",770,825,93.3333333333333
"1775","WALLER","REPUBLICAN",2016,"DONALD TRUMP",10531,16784,62.7442802669209
"1776","WALLOWA","REPUBLICAN",2000,"GEORGE W. BUSH",3279,4294,76.3623660922217
"1777","WALSH","REPUBLICAN",2020,"DONALD J TRUMP",3324,4783,69.4961321346435
"1778","WALTHALL","REPUBLICAN",2004,"GEORGE W. BUSH",3873,6459,59.9628425452856
"1779","WALTON","REPUBLICAN",2016,"DONALD TRUMP",56881,74335,76.519808972893
"1780","WALWORTH","REPUBLICAN",2004,"GEORGE W. BUSH",30721,51326,59.8546545610412
"1781","WAPELLO","REPUBLICAN",2016,"DONALD TRUMP",8715,15149,57.5285497392567
"1782","WARD","REPUBLICAN",2020,"DONALD J TRUMP",23215,32306,71.8597164613385
"1783","WARE","REPUBLICAN",2016,"DONALD TRUMP",8513,12184,69.8703217334209
"1784","WARREN","REPUBLICAN",2004,"GEORGE W. BUSH",208807,340667,61.2935799475734
"1785","WARRICK","REPUBLICAN",2004,"GEORGE W. BUSH",16930,26025,65.0528338136407
"1786","WASATCH","REPUBLICAN",2012,"MITT ROMNEY",7220,9589,75.2946084054646
"1787","WASCO","DEMOCRAT",2008,"BARACK OBAMA",5906,11380,51.8980667838313
"1788","WASECA","REPUBLICAN",2020,"DONALD J TRUMP",6624,10389,63.7597458850707
"1789","WASHAKIE","REPUBLICAN",2020,"DONALD J TRUMP",3245,4032,80.4811507936508
"1790","WASHBURN","REPUBLICAN",2020,"DONALD J TRUMP",6334,10378,61.0329543264598
"1791","WASHINGTON","REPUBLICAN",2004,"GEORGE W. BUSH",605030,1095796,55.2137441640597
"1792","WASHITA","REPUBLICAN",2016,"DONALD TRUMP",3854,4631,83.2217663571583
"1793","WASHOE","DEMOCRAT",2008,"BARACK OBAMA",99671,180414,55.2457126387087
"1794","WASHTENAW","DEMOCRAT",2020,"JOSEPH R BIDEN JR",157136,216418,72.607638920977
"1795","WATAUGA","REPUBLICAN",2000,"GEORGE W. BUSH",10438,18723,55.7496127757304
"1796","WATONWAN","REPUBLICAN",2020,"DONALD J TRUMP",3103,5201,59.6616035377812
"1797","WAUKESHA","REPUBLICAN",2004,"GEORGE W. BUSH",154926,230363,67.2529876759723
"1798","WAUPACA","REPUBLICAN",2020,"DONALD J TRUMP",18952,29130,65.0600755235153
"1799","WAUSHARA","REPUBLICAN",2020,"DONALD J TRUMP",9016,13568,66.4504716981132
"1800","WAYNE","DEMOCRAT",2008,"BARACK OBAMA",770175,1155783,66.6366437298351
"1801","WAYNESBORO","REPUBLICAN",2004,"GEORGE W. BUSH",5092,7963,63.9457490895391
"1802","WAYNESBORO CITY","REPUBLICAN",2020,"DONALD J TRUMP",5507,32151,17.1285496563093
"1803","WEAKLEY","REPUBLICAN",2020,"DONALD J TRUMP",10396,13735,75.6898434655988
"1804","WEBB","DEMOCRAT",2012,"BARACK OBAMA",37597,49110,76.5567094278151
"1805","WEBER","REPUBLICAN",2012,"MITT ROMNEY",54224,75912,71.4300769311835
"1806","WEBSTER","REPUBLICAN",2016,"DONALD TRUMP",47073,68994,68.2276719714758
"1807","WELD","REPUBLICAN",2004,"GEORGE W. BUSH",55591,88652,62.7069891260208
"1808","WELLS","REPUBLICAN",2020,"DONALD J TRUMP",12748,16424,77.6181198246469
"1809","WEST BATON ROUGE","REPUBLICAN",2008,"JOHN MCCAIN",6654,11866,56.076184055284
"1810","WEST CARROLL","REPUBLICAN",2020,"DONALD J TRUMP",4317,5052,85.4513064133017
"1811","WEST FELICIANA","REPUBLICAN",2020,"DONALD J TRUMP",3863,6268,61.6305041480536
"1812","WESTCHESTER","DEMOCRAT",2020,"JOSEPH R BIDEN JR",312371,462265,67.5740105783479
"1813","WESTMORELAND","REPUBLICAN",2016,"DONALD TRUMP",120970,190625,63.4596721311475
"1814","WESTON","REPUBLICAN",2020,"DONALD J TRUMP",3107,3560,87.2752808988764
"1815","WETZEL","REPUBLICAN",2020,"DONALD J TRUMP",4993,6667,74.8912554372281
"1816","WEXFORD","REPUBLICAN",2020,"DONALD J TRUMP",12102,18265,66.2578702436354
"1817","WHARTON","REPUBLICAN",2020,"DONALD J TRUMP",11926,16761,71.1532724777758
"1818","WHATCOM","DEMOCRAT",2020,"JOSEPH R BIDEN JR",83660,138620,60.3520415524455
"1819","WHEATLAND","REPUBLICAN",2020,"DONALD J TRUMP",823,1068,77.059925093633
"1820","WHEELER","REPUBLICAN",2016,"DONALD TRUMP",4476,5691,78.6505007907222
"1821","WHITE","REPUBLICAN",2016,"DONALD TRUMP",51042,66255,77.0387140593163
"1822","WHITE PINE","REPUBLICAN",2020,"DONALD J TRUMP",3400,4363,77.9280311712125
"1823","WHITESIDE","DEMOCRAT",2008,"BARACK OBAMA",15607,26906,58.0056492975544
"1824","WHITFIELD","REPUBLICAN",2004,"GEORGE W. BUSH",19297,26356,73.2167248444377
"1825","WHITLEY","REPUBLICAN",2020,"DONALD J TRUMP",25429,32903,77.2847460717868
"1826","WHITMAN","REPUBLICAN",2000,"GEORGE W. BUSH",9003,16234,55.4576814093877
"1827","WIBAUX","REPUBLICAN",2020,"DONALD J TRUMP",516,598,86.2876254180602
"1828","WICHITA","REPUBLICAN",2012,"MITT ROMNEY",30633,42005,72.9270324961314
"1829","WICOMICO","REPUBLICAN",2004,"GEORGE W. BUSH",21998,37503,58.6566408020692
"1830","WILBARGER","REPUBLICAN",2020,"DONALD J TRUMP",3524,4524,77.89566755084
"1831","WILCOX","DEMOCRAT",2012,"BARACK OBAMA",5928,9680,61.2396694214876
"1832","WILKES","REPUBLICAN",2016,"DONALD TRUMP",26324,35782,73.5677156112012
"1833","WILKIN","REPUBLICAN",2020,"DONALD J TRUMP",2328,3430,67.8717201166181
"1834","WILKINSON","DEMOCRAT",2012,"BARACK OBAMA",5593,9303,60.1203912716328
"1835","WILL","DEMOCRAT",2008,"BARACK OBAMA",160406,286420,56.0037706864046
"1836","WILLACY","DEMOCRAT",2012,"BARACK OBAMA",3600,5064,71.0900473933649
"1837","WILLIAMS","REPUBLICAN",2020,"DONALD J TRUMP",25191,32985,76.3710777626194
"1838","WILLIAMSBURG","DEMOCRAT",2012,"BARACK OBAMA",16238,24052,67.5120572093797
"1839","WILLIAMSBURG CITY","DEMOCRAT",2020,"JOSEPH R BIDEN JR",4790,20670,23.1736816642477
"1840","WILLIAMSON","REPUBLICAN",2004,"GEORGE W. BUSH",158779,237735,66.788230592887
"1841","WILSON","REPUBLICAN",2016,"DONALD TRUMP",73723,117892,62.5343534760628
"1842","WINCHESTER","REPUBLICAN",2004,"GEORGE W. BUSH",5283,9343,56.5450069570802
"1843","WINCHESTER CITY","DEMOCRAT",2020,"JOSEPH R BIDEN JR",6610,36339,18.1898236054927
"1844","WINDHAM","DEMOCRAT",2008,"BARACK OBAMA",51718,80350,64.3658991910392
"1845","WINDSOR","DEMOCRAT",2008,"BARACK OBAMA",21444,31165,68.8079576447938
"1846","WINKLER","REPUBLICAN",2020,"DONALD J TRUMP",1753,2126,82.4553151458137
"1847","WINN","REPUBLICAN",2020,"DONALD J TRUMP",4619,6225,74.2008032128514
"1848","WINNEBAGO","DEMOCRAT",2008,"BARACK OBAMA",121455,219790,55.2595659493153
"1849","WINNESHIEK","DEMOCRAT",2008,"BARACK OBAMA",6829,11280,60.540780141844
"1850","WINONA","DEMOCRAT",2008,"BARACK OBAMA",16308,27935,58.3783783783784
"1851","WINSTON","REPUBLICAN",2020,"DONALD J TRUMP",15307,20520,74.5955165692008
"1852","WIRT","REPUBLICAN",2020,"DONALD J TRUMP",2134,2653,80.4372408594044
"1853","WISE","REPUBLICAN",2016,"DONALD TRUMP",32756,39939,82.0150729863041
"1854","WOLFE","REPUBLICAN",2020,"DONALD J TRUMP",2097,2979,70.392749244713
"1855","WOOD","REPUBLICAN",2020,"DONALD J TRUMP",106316,170436,62.3788401511418
"1856","WOODBURY","REPUBLICAN",2016,"DONALD TRUMP",24727,43718,56.5602269088247
"1857","WOODFORD","REPUBLICAN",2004,"GEORGE W. BUSH",19635,30304,64.7934266103485
"1858","WOODRUFF","DEMOCRAT",2004,"JOHN KERRY",1972,3026,65.1685393258427
"1859","WOODS","REPUBLICAN",2016,"DONALD TRUMP",2947,3668,80.3435114503817
"1860","WOODSON","REPUBLICAN",2020,"DONALD J TRUMP",1228,1546,79.4307891332471
"1861","WOODWARD","REPUBLICAN",2012,"MITT ROMNEY",5945,7078,83.9926532918904
"1862","WORCESTER","DEMOCRAT",2000,"AL GORE",183158,330901,55.3512984246043
"1863","WORTH","REPUBLICAN",2016,"DONALD TRUMP",9413,13598,69.2234152081188
"1864","WRIGHT","REPUBLICAN",2016,"DONALD TRUMP",53781,83763,64.2061530747466
"1865","WYANDOT","REPUBLICAN",2020,"DONALD J TRUMP",8462,11390,74.2932396839333
"1866","WYANDOTTE","DEMOCRAT",2008,"BARACK OBAMA",39865,57169,69.7318476796865
"1867","WYOMING","REPUBLICAN",2016,"DONALD TRUMP",27826,38273,72.7039949834087
"1868","WYTHE","REPUBLICAN",2016,"DONALD TRUMP",10046,13343,75.2904144495241
"1869","YADKIN","REPUBLICAN",2016,"DONALD TRUMP",13880,17624,78.7562414888788
"1870","YAKIMA","REPUBLICAN",2004,"GEORGE W. BUSH",43352,72790,59.5576315427943
"1871","YALOBUSHA","REPUBLICAN",2020,"DONALD J TRUMP",3671,6535,56.1744452945677
"1872","YAMHILL","REPUBLICAN",2004,"GEORGE W. BUSH",23839,42142,56.568269185136
"1873","YANCEY","REPUBLICAN",2016,"DONALD TRUMP",6385,9960,64.1064257028112
"1874","YANKTON","REPUBLICAN",2020,"DONALD J TRUMP",6581,10900,60.3761467889908
"1875","YATES","REPUBLICAN",2020,"DONALD J TRUMP",6208,10788,57.5454208379681
"1876","YAVAPAI","REPUBLICAN",2012,"MITT ROMNEY",64468,100283,64.2860704207094
"1877","YAZOO","DEMOCRAT",2012,"BARACK OBAMA",6603,11620,56.8244406196213
"1878","YELL","REPUBLICAN",2016,"DONALD TRUMP",4608,6439,71.5639074390433
"1879","YELLOW MEDICINE","REPUBLICAN",2020,"DONALD J TRUMP",3734,5528,67.5470332850941
"1880","YELLOWSTONE","REPUBLICAN",2004,"GEORGE W. BUSH",40903,66286,61.7068460911806
"1881","YOAKUM","REPUBLICAN",2004,"GEORGE W. BUSH",2228,2613,85.2659778032912
"1882","YOLO","DEMOCRAT",2020,"JOSEPH R BIDEN JR",67598,97294,69.4780767570457
"1883","YORK","REPUBLICAN",2004,"GEORGE W. BUSH",230001,387471,59.3595391655117
"1884","YOUNG","REPUBLICAN",2020,"DONALD J TRUMP",7110,8239,86.296880689404
"1885","YUBA","REPUBLICAN",2004,"GEORGE W. BUSH",12076,18020,67.0144284128746
"1886","YUMA","REPUBLICAN",2004,"GEORGE W. BUSH",25640,43024,59.5946448493864
"1887","ZAPATA","DEMOCRAT",2012,"BARACK OBAMA",2527,3543,71.3237369460909
"1888","ZAVALA","DEMOCRAT",2008,"BARACK OBAMA",3263,3876,84.1847265221878
"1889","ZIEBACH","DEMOCRAT",2008,"BARACK OBAMA",554,882,62.8117913832199
